question,gemma3_reply
"Sida ku xusan qoraalka, kuwaan soo socda keebaa soo koobid saxa u ah ujeedada ugu wayn ee garaadka macmalka AI?","The correct answer is **D: Howlaha otomatik u dhamayn (Automating tasks)**.

Here's why:

The passage states that AI is making significant contributions to computer science, particularly in areas related to ""hab dhaqanka, wax barashada iyo la qabsiga maskaxda mashiinka"" (behavior, learning, and machine intelligence). It further explains that AI enables machines to automatically handle tasks requiring intelligent working methods. The examples given (control, planning, scheduling, responding to perception and queries, recognizing handwriting, voice, and face) all fall under the umbrella of automating tasks.

While options A, B, and C are *examples* of what AI can do, they aren't the *overall purpose*. The overarching goal is to automate tasks.



"
"Sida ku xusan qoraalka, kuwaan soo socda keebaa inta badan garaadka macmalka AI la xiriira?","The correct answer is **C: Cilmiga mala,awaalka**.

The passage explicitly states: ""AI Cilmi baaridda ka socoto AI ayaa mashiinada u awoodo inay hab otomaatig ah u qabsadaan hawlaha u baahan hab shaqayn caqli leh. Tusaaleyaal waxaa ka mid ah xakamaynta, qorsheynta iyo jadwal gelinta, awooda u jawaab celinta ogaanshaha iyo su’aalaha macaamilka, iyo isla markaas aqoonsiga qoraalka gacant, codka iyo wajiga.""

This list of examples is all under the umbrella of ""Cilmiga mala,awaalka"" (Artificial Intelligence). While the other options (Khidmada macmiilka, Qorshayn iyo jadwalayn, Aqoonsiga gacanqoraalka) are *examples* of what AI can do, the broader field they belong to is Artificial Intelligence itself.
"
"Sida ku xusan qoraalka, kuwaan soo socda keebaa ah awooda uu leeyahay qof leh hab fikiro isku dhow?","The correct answer is **D: Xafidida qaababka (Storing patterns)**.

Here's why:

The text states that people with this type of thinking have the ability to ""xafidaan naqshadooyinka"" which translates to ""store patterns"" or ""memorize structures."" This is directly linked to their ability to solve problems logically and work on scientific questions.

Let's look at why the other options are incorrect:

* **A: U helida dhowr jawaabood mushkilada (Finding multiple answers to the problem):** The text explicitly says, ""Fikirkan noocan ah waxa lala xiriiraya habraacyo ama cilmiyo gaar ah. Dadka leh fikirka noocan ah ayaa leh fikirka sababaynta macquulka, ayaa awood u leh inay xafidaan naqshadooyinka, **sidoo kale na ka shaqeeyaan su’aalaha sayniska.**"" This implies a single, correct answer.
* **B: Ku dabaqida farsamooyin cusub mushkilada (Applying new techniques to the problem):** While logical thinking can *lead* to applying new techniques, the core ability highlighted in the text is pattern recognition, not necessarily applying new techniques.
* **C: Ku qaadasho waqtigooda si ay u xaliyaan mushkilaadka (Taking their time to solve problems):** The text doesn't mention anything about taking time; it focuses on the *type* of thinking, not the pace.



Therefore, the best answer is **D**."
"Sida ku xusan qoraalka, kee kamida kuwaan soo socda oo aan loo tix galinayn inuu diirada saarayo habfikirka isku dhow?","The correct answer is **B: Wakhti ku qaadashada (Spending time)**.

Here's why:

The passage emphasizes a quick, efficient, and logical thought process.  It highlights speed, rationality, accuracy, and a focus on finding *the one right answer*.  

* **A: Fahanka inay jirto hal jawaab oo sax ah (Understanding there is one right answer)** - This is a core element of the described thought process.
* **C: Aqoonsashada xaqiiqooyinka (Recognizing facts)** -  Crucial for building a logical foundation.
* **D: Uruurinta xogta (Gathering data)** -  Important for a thorough understanding, but fits within the logical framework of the described approach.

* **B: Wakhti ku qaadashada (Spending time)** - The passage *explicitly* contrasts this with the speed and efficiency of the described thought process.  Spending time isn't necessarily a feature of this particular type of thinking. It could even be seen as hindering it.



Therefore, spending time is the option that doesn't align with the described emphasis on a fast, logically driven thought process.



"
"Sida ku xusan qoraalka, kuwaan soo socda kee baan loo tix gelinayn ishaaro-kooban?","The correct answer is **A: Jeedsashada marka la hadlayo (Lip smacking while speaking)**.

Here's why:

The passage discusses how video analysis advancements, particularly in facial movements, allow us to detect deception by recognizing subtle expressions. It mentions:

*   **Facial expressions:** The core of the advancements discussed.
*   **Oliver Sacks' research:** Highlighted the ability to understand meaning even when words are lost, suggesting deeper non-verbal communication.
*   **Animal communication:** Suggesting that similar abilities might exist in animals.

The passage focuses on subtle facial cues and gestures used in communication and deception detection.  **Lip smacking while speaking** isn't directly mentioned as a key indicator in the context of the advancements discussed or Oliver Sacks' findings. The other options (sunniyo kicin, si dag daga isha u bililg siinaya, and suul kor u qaadida) are more commonly associated with facial expressions and gestures used to convey emotions, and thus fall within the scope of the passage.

Therefore, lip smacking while speaking is the least relevant option based on the provided text.
"
Keebaa weedhahaan soo socda fasiraya muujinta-kooban ee aan runta ahayn?,"The best answer is **D: Waxay kaa caawin kartaa qiimaynta daacadnimada (It can help you assess deception)**.

Here's why:

* The passage explicitly states that video recording advancements allow us to ""recognize when a person is lying by accurately translating hidden emotions.""  This directly links the technology to the ability to assess deception.

Let's look at why the other options are less accurate:

* **A: Duubista muuqaalada waxay horseedeen horumar la taaban karo (Video recording has led to tangible advancements):** While true, this is a very general statement and doesn't capture the specific focus on lie detection.
* **B: Fasiraada saxan waxa laga yaabaa inay soo qabato beenta (Plate interpretation may be able to catch lies):** This is not mentioned in the text. The passage refers to translating facial movements, not plate interpretation.
* **C: Hadalka iyo sidoo kale tibaaxaha wajiga ayaa la fasiraa (Speech and facial expressions are interpreted):** This is true, but doesn't fully convey the purpose. The *interpretation* is specifically geared toward *assessing deception*.



Therefore, **D** is the most accurate and complete answer."
Midkee kamida kuwaan soo socda ayaa noqday mid aad muhiim u ah natiijada ka dhalatay casriga horumarka? ,"The correct answer is **C: U yeerid xog qoraaleed (Emphasis on written information)**.

Here's why:

The passage explicitly states: ""Culays dib looma saarin xasuusashad qofka, balse xasuusashada qoraalka ayaa noqotay mid diiradda la saaray."" This means that in the modern era, the ability to process and retain information in written form has become significantly more important.  This shift is central to the changes in how knowledge is acquired and the resulting modernization of learning.

Let's look at why the other options are less directly supported:

* **A: U yeerid xog shaqsiyeed (Personal Data Recognition):** While related to information processing, the passage doesn't highlight personal data recognition as the *core* shift in how knowledge is acquired.
* **B: Faafinta aqoonta (Dissemination of Knowledge):**  The passage mentions the modernization of learning and knowledge sharing, but the key is *how* knowledge is absorbed, not just its spread.
* **D: Helitaanka xog (Access to Information):** Access to information is a prerequisite for the shift described, but the passage focuses on the change in how we *process and retain* that information – specifically through written forms.



Therefore, the emphasis on written information is the most directly and prominently discussed consequence of the advancements described in the passage.



"
"Natiijada ka dhalatay casriga horumarka, kuwaan soo socda midkee ayaa culays yar lasaaray?","The answer is **A: U yeerid xog shaqsiyeed (Collection of personal data)**.

Here's why:

The passage states that:

*  ""Culays dib looma saarin xasuusashad qofka..."" -  The emphasis is *no longer* on remembering things personally.
* ""...xasuusashada qoraalka ayaa noqotay mid diiradda la saaray."" - The focus has shifted to remembering *written* information.
* ""Dib u cusbonaysinta ayaa samaysay is badal muuqa uu ku aadan u dhawaanshaha barashada iyo is dhex galka aqoonta."" - This implies a shift towards external storage and retrieval of information.

Therefore, the passage implies a reduced need for (and thus less ""weight"" or emphasis on) collecting personal data for memory purposes.  The focus is now on processing and managing information that is already externally stored (in written form).

Let's look at why the other options are less likely:

* **B: Helitaanka aqoon (Access to knowledge):**  The passage describes a shift in *how* knowledge is accessed and remembered, not a decrease in the desire or importance of accessing knowledge itself.  In fact, the ""dib u cusbonaysinta"" (renewal/re-design) makes accessing knowledge *easier*.
* **C: U yeerid xog qoraaleed (Collection of textual data):** The passage explicitly states that the focus is on remembering textual information, suggesting a *increased* emphasis on collecting textual data.
* **D: Qaybinta xogta (Sharing of data):** The passage doesn't directly address data sharing, and the shift in memory focus doesn't necessarily indicate a change in data sharing practices.



"
Midkee kamida kuwaan soo socda oo aan ka turjumayn dhiirigalinta isticmaalka internetka si loo sii wado xiriirada?,"The correct answer is **A: Isku xirka ganacsiga** (Business networking).

Here's why:

The passage specifically mentions ""xiriir sii socda"" (ongoing relationships) as a motivator for internet use.  Let's break down the options:

*   **Isku xirka ganacsiga (Business networking):** While possible to do online, business networking is generally driven by professional goals and financial gain, not necessarily the continuation of personal relationships.
*   **La xiriirka qoyska (Connecting with family):**  Directly relates to maintaining existing relationships.
*   **Cilmi baarista safarka (Travel research):** Can be done independently and isn't inherently about relationship maintenance.
*   **Lakulanka dad cusub (Meeting new people):** Can lead to new relationships, thus fitting the theme of ""xiriir sii socda.""

Therefore, ""isku xirka ganacsiga"" is the least aligned with the passage's definition of internet use motivated by ongoing relationships.



"
Midkee kamida kuwaan soo socda oo aan ka turjumayn dhiirigalinta isticmaalka internetka ee ku lug lahaaanshaha shaqsiyeed?,"The answer is **A: eegidda qaab-kariska cunto (looking at diet plans)**.

Here's why:

The passage discusses motivations for internet use categorized as either broad (extensive networks) or personal (close relationships). It specifically mentions ""personal involvement"" and ""sustained relationships"" as driving forces.

* **Looking at diet plans (eegidda qaab-kariska cunto)** falls under the category of personal interest and self-improvement, rather than fostering connections with others. It's a solitary activity.

Let's look at why the other options are less likely:

* **Ku post-garaynta rugta falanqaynta onlaynka ah (posting on online review boards):** This involves interaction and sharing opinions with others, fitting the ""personal involvement"" category.
* **Cilmi baarista alaabta daryeelka caafimaadka (researching health products):** While potentially solitary, it can be driven by a desire for personal well-being, which can indirectly impact relationships. It's more likely to be a personal motivation than a relational one.
* **Maaraynta dhaqaalaha (managing finances):** This can be a personal responsibility, but it's often connected to future relationships (e.g., financial security for a family).

Therefore, ""looking at diet plans"" is the most clearly personal activity *not* directly tied to building or maintaining relationships, making it the best answer.



"
